iter	MultiClass
299	1.715885041
300	1.715711399
301	1.714048147
302	1.713552267
303	1.71283842
304	1.711119585
305	1.710316102
306	1.70932969
307	1.708706041
308	1.707850634
309	1.706762766
310	1.706154736
311	1.705430898
312	1.704679901
313	1.703751323
314	1.702621099
315	1.701719679
316	1.70082459
317	1.700272424
318	1.69972448
319	1.699233244
320	1.698570898
321	1.697649074
322	1.696707408
323	1.696098956
324	1.695018687
325	1.694245176
326	1.693672607
327	1.69279159
328	1.692383235
329	1.691327731
330	1.690450654
331	1.689605942
332	1.689179716
333	1.688517651
334	1.68763973
335	1.686953181
336	1.68660069
337	1.68554786
338	1.684928714
339	1.684664451
340	1.684194181
341	1.68367044
342	1.682796599
343	1.682114131
344	1.681684247
345	1.680764111
346	1.680001717
347	1.679554524
348	1.678509856
349	1.677787987
350	1.677207256
351	1.676220703
352	1.675197845
353	1.674099142
354	1.673751435
355	1.673058273
356	1.672432513
357	1.671545867
358	1.670903503
359	1.670075817
360	1.669645933
361	1.668603797
362	1.667692808
363	1.666808273
364	1.666076414
365	1.665436723
366	1.664437646
367	1.663638666
368	1.662579926
369	1.662205906
370	1.66186242
371	1.661254531
372	1.660557851
373	1.659334193
374	1.658715609
375	1.657938159
376	1.657377831
377	1.656737015
378	1.656119416
379	1.655123295
380	1.654130128
381	1.653500146
382	1.652998497
383	1.652357681
384	1.651590784
385	1.650623649
386	1.649563643
387	1.649194969
388	1.648353352
389	1.64772506
390	1.646449478
391	1.645652327
392	1.644924408
393	1.644796779
394	1.643918295
395	1.643523167
396	1.642261798
397	1.641407939
398	1.640496105
399	1.640100274
400	1.639418509
401	1.6391254
402	1.638522717
403	1.638138143
404	1.637159329
405	1.636182344
406	1.636121415
407	1.635714607
408	1.634398499
409	1.633921194
410	1.633230846
411	1.632853167
412	1.632045322
413	1.631426738
414	1.630910314
415	1.630265557
416	1.629531869
417	1.629188243
418	1.6286721
419	1.628454836
420	1.627339106
421	1.626786378
422	1.625623368
423	1.625138182
424	1.624825795
425	1.623376289
426	1.622574635
427	1.621825187
428	1.621363501
429	1.620443928
430	1.619899079
431	1.618812618
432	1.618016452
433	1.617483424
434	1.616586365
435	1.615540852
436	1.615132075
437	1.614403171
438	1.613373559
439	1.612493246
440	1.611894362
441	1.611459412
442	1.610884028
443	1.610173699
444	1.609540059
445	1.608749662
446	1.60836354
447	1.607918599
448	1.607230925
449	1.60660812
450	1.605802948
451	1.604777135
452	1.604465874
453	1.603247281
454	1.602798541
455	1.601727418
456	1.60118665
457	1.600566519
458	1.599648072
459	1.598971091
460	1.598396974
461	1.597643023
462	1.597336827
463	1.597197378
464	1.596712896
465	1.596357872
466	1.596035353
467	1.595598574
468	1.59524946
469	1.594371538
470	1.593875799
471	1.593791089
472	1.59326397
473	1.591646169
474	1.590885464
475	1.590215519
476	1.589610022
477	1.589086703
478	1.588559444
479	1.588000946
480	1.58742922
481	1.586557209
482	1.585872349
483	1.585148229
484	1.584655586
485	1.584052903
486	1.583427425
487	1.582696973
488	1.582029843
489	1.581711545
490	1.581262242
491	1.580453412
492	1.580343514
493	1.579407477
494	1.578836315
495	1.578198594
496	1.577674712
497	1.576985771
498	1.57624772
499	1.574870401
500	1.574366923
501	1.573601011
502	1.573080787
503	1.572275053
504	1.571958585
505	1.571562894
506	1.570692853
507	1.570632627
508	1.569760616
509	1.569193534
510	1.56910221
511	1.568631799
512	1.56784281
513	1.567371274
514	1.566456345
515	1.565694232
516	1.565514679
517	1.564607067
518	1.564301716
519	1.563331907
520	1.563223135
521	1.562359566
522	1.561385818
523	1.560586557
524	1.560058734
525	1.559450142
526	1.558997039
527	1.558323999
528	1.557369388
529	1.556859437
530	1.55647036
531	1.555614672
532	1.5548489
533	1.554243544
534	1.553772571
535	1.553460183
536	1.55296951
537	1.552506135
538	1.55196002
539	1.551417001
540	1.550698228
541	1.550319423
542	1.549906143
543	1.54974024
544	1.549648635
545	1.549571241
546	1.549213966
547	1.548517848
548	1.547861553
549	1.547360748
550	1.546656188
551	1.545827939
552	1.545245097
553	1.544944249
554	1.544112341
555	1.543942217
556	1.543474761
557	1.543071472
558	1.542645809
559	1.542056213
560	1.541602548
561	1.541166894
562	1.540529314
563	1.540148398
564	1.539025351
565	1.538223698
566	1.537908777
567	1.537213223
568	1.536273668
569	1.535261083
570	1.534894661
571	1.534218947
572	1.53376303
573	1.53329656
574	1.532577224
575	1.531956249
576	1.531521158
577	1.530828418
578	1.530535449
579	1.530003405
580	1.529893648
581	1.529155456
582	1.529031205
583	1.528624538
584	1.528302301
585	1.527447035
586	1.526761893
587	1.5262359
588	1.525819665
589	1.525094983
590	1.524745869
591	1.52410266
592	1.523948436
593	1.523388953
594	1.523318033
595	1.522712255
596	1.521908209
597	1.521576262
598	1.521071658
599	1.520283794
600	1.519655361
601	1.518942639
602	1.518851174
603	1.518239204
604	1.517415318
605	1.517118268
606	1.516727362
607	1.515944282
608	1.515692403
609	1.515668762
610	1.515349198
611	1.51502471
612	1.514469167
613	1.513713667
614	1.513169663
615	1.513099305
616	1.512119225
617	1.511777147
618	1.511295198
619	1.510570797
620	1.510003433
621	1.509616186
622	1.509526691
623	1.509135503
624	1.508752617
625	1.508023995
626	1.507348422
627	1.507168166
628	1.506405068
629	1.505902152
630	1.505213071
631	1.504559168
632	1.504137023
633	1.503648882
634	1.503559528
635	1.502899856
636	1.502437326
637	1.501843367
638	1.501357197
639	1.500910708
640	1.500418487
641	1.500210932
642	1.500144092
643	1.499445864
644	1.499104771
645	1.49838825
646	1.497821309
647	1.49757745
648	1.497121111
649	1.496754829
650	1.496680532
651	1.496555718
652	1.496515895
653	1.495743229
654	1.494954521
655	1.494387017
656	1.494286124
657	1.494072097
658	1.494036355
659	1.493707504
660	1.493306748
661	1.49323442
662	1.493213031
663	1.492942296
664	1.492281357
665	1.492206637
666	1.49183712
667	1.491330123
668	1.490341459
669	1.490303748
670	1.490066361
671	1.489410207
672	1.488640777
673	1.488205123
674	1.488127448
675	1.488024586
676	1.487433301
677	1.487191693
678	1.486983013
679	1.486904494
680	1.486218789
681	1.485270511
682	1.484744096
683	1.484200795
684	1.483617953
685	1.482793926
686	1.481766846
687	1.481702117
688	1.481212992
689	1.481146293
690	1.481099857
691	1.480757075
692	1.479988349
693	1.479440264
694	1.479033456
695	1.478768349
696	1.47858148
697	1.478185507
698	1.477896901
699	1.477497411
700	1.47745787
701	1.476892899
702	1.476511702
703	1.476423474
704	1.476215356
705	1.475900295
706	1.475397661
707	1.474878
708	1.47423057
709	1.473873435
710	1.473302414
711	1.47299284
712	1.472150239
713	1.471811678
714	1.471318331
715	1.471071517
716	1.470626717
717	1.470199084
718	1.46980874
719	1.469518163
720	1.468530062
721	1.467683802
722	1.467216628
723	1.466801096
724	1.466262158
725	1.465650892
726	1.465612476
727	1.465267584
728	1.465173868
729	1.464986857
730	1.464610163
731	1.463797252
732	1.463367086
733	1.463252544
734	1.462783682
735	1.461807823
736	1.461550314
737	1.461527659
738	1.461223152
739	1.46111846
740	1.460816485
741	1.460778914
742	1.460376047
743	1.459741422
744	1.459616889
745	1.459360506
746	1.458715609
747	1.458360304
748	1.458287835
749	1.457885109
750	1.457542186
751	1.457154939
752	1.45659841
753	1.455806607
754	1.455133285
755	1.454820335
756	1.454752933
757	1.454328536
758	1.454201189
759	1.45382745
760	1.453734015
761	1.45316426
762	1.452939115
763	1.452324191
764	1.451995199
765	1.451564048
766	1.451335104
767	1.451286839
768	1.451187213
769	1.450758032
770	1.450337153
771	1.449603043
772	1.449050314
773	1.448982208
774	1.448580889
775	1.44850842
776	1.447954425
777	1.447759535
778	1.44733359
779	1.446792963
780	1.445988777
781	1.445304479
782	1.44467689
783	1.444197896
784	1.444183543
785	1.44370666
786	1.443491084
787	1.442588679
788	1.441982056
789	1.44185302
790	1.441335189
791	1.44039085
792	1.440030057
793	1.439618887
794	1.439339849
795	1.43917859
796	1.438564791
797	1.438320228
798	1.438245227
799	1.437915391
800	1.437574298
801	1.437343243
802	1.437018473
803	1.436975274
804	1.436452376
805	1.43610481
806	1.43593553
807	1.43536676
808	1.434969099
809	1.434485743
810	1.434224153
811	1.433753321
812	1.433626818
813	1.43302512
814	1.432494484
815	1.432473236
816	1.432055031
817	1.43166919
818	1.431279972
819	1.430881327
820	1.430372923
821	1.429930937
822	1.429188524
823	1.429111835
824	1.428559106
825	1.428275284
826	1.427628417
827	1.426883049
828	1.426542237
829	1.42636972
830	1.425660516
831	1.42524794
832	1.425056567
833	1.424739396
834	1.423910865
835	1.423447631
836	1.423391627
837	1.423064464
838	1.42303801
839	1.422425196
840	1.421813085
841	1.421035775
842	1.420701155
843	1.42049543
844	1.420455748
845	1.420205134
846	1.419445977
847	1.419253056
848	1.418739728
849	1.4184666
850	1.417932023
851	1.417505516
852	1.41735087
853	1.417314566
854	1.416929006
855	1.416866248
856	1.416673046
857	1.415998458
858	1.415795547
859	1.415380156
860	1.414795344
861	1.414715418
862	1.414297353
863	1.414243741
864	1.414009732
865	1.413768828
866	1.41369256
867	1.413463898
868	1.412939735
869	1.412535882
870	1.412444699
871	1.41219901
872	1.411903087
873	1.411082437
874	1.410831682
875	1.410609212
876	1.410553207
877	1.40998514
878	1.409848647
879	1.409810091
880	1.409227249
881	1.409149997
882	1.408945115
883	1.408847459
884	1.408662278
885	1.408360444
886	1.407817988
887	1.407521079
888	1.406953153
889	1.406216932
890	1.405668143
891	1.405405147
892	1.404771225
893	1.404253394
894	1.40420541
895	1.404167699
896	1.403603994
897	1.403221531
898	1.402535826
899	1.40249924
900	1.402265512
901	1.402187697
902	1.401660297
903	1.401365499
904	1.400885379
905	1.400708078
906	1.400614362
907	1.400201504
908	1.399918245
909	1.399556044
910	1.398988118
911	1.398511938
912	1.398153115
913	1.39775658
914	1.397239171
915	1.39681013
916	1.396214484
917	1.395928269
918	1.395584502
919	1.395165593
920	1.394605688
921	1.394515068
922	1.39421056
923	1.393960228
924	1.393946579
925	1.393612381
926	1.393026725
927	1.392577281
928	1.392210859
929	1.391509253
930	1.390974818
931	1.390583348
932	1.390245351
933	1.39020187
934	1.38994408
935	1.389679254
936	1.389390085
937	1.389360112
938	1.388757993
939	1.388294055
940	1.388080872
941	1.38763382
